season,player,team,position,G,A,P,+/-,PIM,PPP,SHP,GWG,SOG,FW,HIT,BLK,GP
2024/25,Mathieu Joseph,STL,RW,4,10,14,-6,28,0,0,0,69,0,121,36,0
2024/25,Dakota Joshua,VAN,C,7,7,14,-13,38,0,0,0,52,0,193,29,0
2024/25,Mark Kastelic,BOS,C,5,9,14,-3,106,0,0,0,67,0,218,39,0
2024/25,Philipp Kurashev,CHI,C,7,7,14,-28,14,0,0,0,54,0,30,16,0
2024/25,Ilya Lyubushkin,DAL,D,1,13,14,5,32,0,0,0,51,0,84,136,0
2024/25,John Marino,UTA,D,1,13,14,1,2,0,0,0,29,0,9,46,0
2024/25,Michael McCarron,NSH,RW,5,9,14,-21,102,0,0,0,80,0,149,61,0
2024/25,J.J. Moser,TBL,D,2,12,14,20,22,0,0,0,48,0,34,70,0
2024/25,Mattias Samuelsson,BUF,D,4,10,14,3,22,0,0,0,52,0,105,93,0
2024/25,Logan Stanley,WPG,D,1,13,14,9,78,0,0,0,49,0,88,76,0
2024/25,Kasperi Kapanen,2TM,RW,6,8,14,-22,16,0,0,0,66,0,88,14,0
2024/25,Kasperi Kapanen,STL,RW,1,0,1,-6,2,0,0,0,11,0,15,1,0
2024/25,Kasperi Kapanen,EDM,RW,5,8,13,-16,14,0,0,0,55,0,73,13,0
2024/25,Nico Sturm,2TM,C,7,7,14,-6,20,0,0,0,59,0,107,34,0
2024/25,Nico Sturm,SJS,C,7,6,13,-4,13,0,0,0,38,0,70,25,0
2024/25,Nico Sturm,FLA,C,0,1,1,-2,7,0,0,0,21,0,37,9,0
2024/25,Jakub Vrána,2TM,LW,9,5,14,-4,10,0,0,0,47,0,19,8,0
2024/25,Jakub Vrána,WSH,LW,7,4,11,6,6,0,0,0,28,0,13,5,0
2024/25,Jakub Vrána,NSH,LW,2,1,3,-10,4,0,0,0,19,0,6,3,0
2024/25,Adam Boqvist,2TM,D,4,10,14,-9,10,0,0,0,40,0,13,19,0
2024/25,Adam Boqvist,FLA,D,2,4,6,-4,6,0,0,0,21,0,6,10,0
2024/25,Adam Boqvist,NYI,D,2,6,8,-5,4,0,0,0,19,0,7,9,0
2024/25,Jacob Trouba,2TM,D,1,13,14,-8,66,0,0,0,111,0,164,208,0
2024/25,Jacob Trouba,NYR,D,0,6,6,-3,22,0,0,0,46,0,39,68,0
2024/25,Jacob Trouba,ANA,D,1,7,8,-5,44,0,0,0,65,0,125,140,0
2024/25,Ben Chiarot,DET,D,4,9,13,-14,69,0,0,0,109,0,127,142,0
2024/25,Ty Emberson,EDM,D,2,11,13,-5,18,0,0,0,62,0,125,97,0
2024/25,Drew Helleson,ANA,D,4,9,13,6,47,0,0,0,63,0,99,73,0
2024/25,Tanner Jeannot,LAK,F,7,6,13,0,89,0,0,0,56,0,211,37,0
2024/25,David Kämpf,TOR,C,5,8,13,-1,14,0,0,0,45,0,50,26,0
2024/25,Tye Kartye,SEA,F,6,7,13,-14,43,0,0,0,56,0,175,29,0
2024/25,Dmitry Kulikov,FLA,D,4,9,13,12,38,0,0,0,64,0,114,71,0
2024/25,Ryan Lomberg,CGY,LW,3,10,13,-5,57,0,0,0,66,0,120,19,0
2024/25,Denton Mateychuk,CBJ,D,4,9,13,4,20,0,0,0,44,0,26,63,0
2024/25,Max Pacioretty,TOR,LW,5,8,13,-2,16,0,0,0,70,0,105,14,0
2024/25,Jayden Struble,MTL,D,2,11,13,2,52,0,0,0,47,0,124,54,0
2024/25,Zach Whitecloud,VEG,D,4,9,13,7,37,0,0,0,72,0,117,103,0
2024/25,Artem Zub,OTT,D,2,11,13,3,34,0,0,0,57,0,58,118,0
2024/25,Justin Barron,2TM,D,6,7,13,-18,23,0,0,0,73,0,80,83,0
2024/25,Justin Barron,MTL,D,1,0,1,-4,8,0,0,0,16,0,17,20,0
2024/25,Justin Barron,NSH,D,5,7,12,-14,15,0,0,0,57,0,63,63,0
2024/25,Carson Soucy,2TM,D,4,9,13,-11,46,0,0,0,81,0,115,106,0
2024/25,Carson Soucy,VAN,D,3,7,10,-13,42,0,0,0,62,0,86,92,0
2024/25,Carson Soucy,NYR,D,1,2,3,2,4,0,0,0,19,0,29,14,0
2024/25,Noel Acciari,PIT,C,5,7,12,-25,16,0,0,0,75,0,180,100,0
2024/25,Declan Chisholm,MIN,D,2,10,12,-5,10,0,0,0,69,0,33,69,0
2024/25,Sam Colangelo,ANA,RW,10,2,12,-4,2,0,0,0,41,0,67,17,0
2024/25,Nicolas Hague,VEG,D,5,7,12,-2,40,0,0,0,74,0,82,74,0
2024/25,Alexander Holtz,VEG,RW,4,8,12,-3,10,0,0,0,69,0,39,15,0
2024/25,Kevin Labanc,CBJ,RW,2,10,12,1,12,0,0,0,35,0,29,14,0
2024/25,Trevor Lewis,LAK,C,6,6,12,-4,20,0,0,0,53,0,100,35,0
2024/25,Alec Martinez,CHI,D,5,7,12,-15,8,0,0,0,38,0,24,81,0
2024/25,Brayden Pachal,CGY,D,3,9,12,5,88,0,0,0,61,0,159,83,0
2024/25,Cole Smith,NSH,F,4,8,12,-15,69,0,0,0,69,0,163,29,0
2024/25,Henry Thrun,SJS,D,2,10,12,-23,30,0,0,0,52,0,43,66,0
2024/25,Brandon Carlo,2TM,D,1,11,12,6,37,0,0,0,77,0,90,157,0
2024/25,Brandon Carlo,BOS,D,1,8,9,2,24,0,0,0,64,0,64,119,0
2024/25,Brandon Carlo,TOR,D,0,3,3,4,13,0,0,0,13,0,26,38,0
2024/25,Marat Khusnutdinov,2TM,C,5,7,12,-11,20,0,0,0,41,0,55,47,0
2024/25,Marat Khusnutdinov,MIN,C,2,5,7,-6,14,0,0,0,30,0,37,38,0
2024/25,Marat Khusnutdinov,BOS,C,3,2,5,-5,6,0,0,0,11,0,18,9,0
2024/25,John Beecher,BOS,C,3,8,11,-9,26,0,0,0,44,0,85,71,0
2024/25,William Carrier,CAR,LW,4,7,11,0,16,0,0,0,48,0,156,12,0
2024/25,Anthony Duclair,NYI,LW,7,4,11,-15,10,0,0,0,60,0,26,21,0
2024/25,Sean Durzi,UTA,D,4,7,11,4,19,0,0,0,39,0,15,52,0
2024/25,Derek Forbort,VAN,D,2,9,11,-7,45,0,0,0,39,0,65,77,0
2024/25,Collin Graf,SJS,F,5,6,11,-4,8,0,0,0,40,0,20,15,0
2024/25,Zachary Jones,NYR,D,1,10,11,0,24,0,0,0,51,0,28,46,0
2024/25,Kyle MacLean,NYI,F,4,7,11,-15,14,0,0,0,61,0,108,29,0
2024/25,Matthew Poitras,BOS,C,1,10,11,-5,8,0,0,0,29,0,12,10,0
2024/25,Aatu Räty,VAN,C,7,4,11,-1,14,0,0,0,34,0,80,7,0
2024/25,Elmer Söderblom,DET,RW,4,7,11,2,6,0,0,0,38,0,43,12,0
2024/25,Alexandre Texier,STL,C,6,5,11,-3,10,0,0,0,50,0,20,11,0
2024/25,Jakub Lauko,2TM,C,5,6,11,-13,47,0,0,0,42,0,119,39,0
2024/25,Jakub Lauko,MIN,C,3,3,6,-5,27,0,0,0,29,0,69,22,0
2024/25,Jakub Lauko,BOS,C,2,3,5,-8,20,0,0,0,13,0,50,17,0
2024/25,Nathan Bastian,NJD,RW,4,6,10,-4,31,0,0,0,44,0,138,27,0
2024/25,Simon Benoit,TOR,D,1,9,10,12,59,0,0,0,48,0,204,111,0
2024/25,Brett Berard,NYR,LW,6,4,10,-6,8,0,0,0,59,0,53,20,0
2024/25,T.J. Brodie,CHI,D,2,8,10,-18,18,0,0,0,23,0,16,58,0
2024/25,Dennis Cholowski,2TM,D,3,7,10,-3,10,0,0,0,30,0,5,33,0
2024/25,Dennis Cholowski,NYI,D,3,7,10,1,10,0,0,0,26,0,5,30,0
2024/25,Dennis Cholowski,NJD,D,0,0,0,-4,0,0,0,0,4,0,0,3,0
2024/25,Mathew Dumba,DAL,D,1,9,10,-5,60,0,0,0,57,0,70,60,0
2024/25,Adam Klapka,CGY,F,6,4,10,-3,29,0,0,0,44,0,108,25,0
2024/25,Tyler Kleven,OTT,D,4,6,10,-11,27,0,0,0,78,0,105,97,0
2024/25,Kaedan Korczak,VEG,D,0,10,10,15,2,0,0,0,34,0,59,40,0
2024/25,Beck Malenstyn,BUF,LW,4,6,10,-16,29,0,0,0,67,0,191,63,0
2024/25,Kevin Rooney,CGY,C,5,5,10,-6,14,0,0,0,54,0,109,39,0
2024/25,Jack Thompson,SJS,D,4,6,10,-9,10,0,0,0,41,0,12,54,0
2024/25,Jesse Puljujärvi,2TM,RW,4,6,10,-1,25,0,0,0,50,0,80,9,0
2024/25,Jesse Puljujärvi,PIT,RW,3,6,9,-1,10,0,0,0,38,0,45,7,0
2024/25,Jesse Puljujärvi,FLA,RW,1,0,1,0,15,0,0,0,12,0,35,2,0
2024/25,Vinnie Hinostroza,2TM,C,5,5,10,2,10,0,0,0,48,0,41,12,0
2024/25,Vinnie Hinostroza,NSH,C,0,2,2,0,6,0,0,0,11,0,13,5,0
2024/25,Vinnie Hinostroza,MIN,C,5,3,8,2,4,0,0,0,37,0,28,7,0
2024/25,Connor Dewar,2TM,C,4,6,10,-3,14,0,0,0,55,0,129,37,0
2024/25,Connor Dewar,TOR,C,0,3,3,-3,5,0,0,0,28,0,80,18,0
2024/25,Connor Dewar,PIT,C,4,3,7,0,9,0,0,0,27,0,49,19,0
2024/25,Henri Jokiharju,2TM,D,3,7,10,13,14,0,0,0,59,0,50,53,0
2024/25,Henri Jokiharju,BUF,D,3,3,6,6,12,0,0,0,44,0,35,31,0
2024/25,Henri Jokiharju,BOS,D,0,4,4,7,2,0,0,0,15,0,15,22,0
2024/25,Jordan Oesterle,2TM,D,4,6,10,0,4,0,0,0,38,0,27,57,0
2024/25,Jordan Oesterle,BOS,D,1,5,6,3,2,0,0,0,20,0,20,37,0
2024/25,Jordan Oesterle,NSH,D,3,1,4,-3,2,0,0,0,18,0,7,20,0
2024/25,Cam Atkinson,TBL,RW,4,5,9,-4,11,0,0,0,47,0,15,10,0
2024/25,Lian Bichsel,DAL,D,4,5,9,2,41,0,0,0,39,0,155,23,0
2024/25,Marc Del Gaizo,NSH,D,2,7,9,-3,21,0,0,0,76,0,71,53,0
2024/25,Adam Edstrom,NYR,C,5,4,9,-5,27,0,0,0,40,0,94,34,0
2024/25,Marc Gatcomb,NYI,F,8,1,9,-4,11,0,0,0,41,0,149,23,0
2024/25,Carl Grundström,SJS,RW,3,6,9,-21,24,0,0,0,88,0,172,18,0
2024/25,Joel Hanley,CGY,D,2,7,9,12,21,0,0,0,42,0,55,90,0
2024/25,Albert Johansson,DET,D,3,6,9,-11,30,0,0,0,48,0,70,83,0
2024/25,Tyson Jost,CAR,C,4,5,9,2,33,0,0,0,44,0,46,17,0
2024/25,Josh Mahura,SEA,D,0,9,9,5,20,0,0,0,58,0,89,54,0
2024/25,Scott Mayfield,NYI,D,3,6,9,18,27,0,0,0,51,0,89,105,0
2024/25,Daniil Miromanov,CGY,D,2,7,9,2,12,0,0,0,52,0,19,55,0
2024/25,Tyler Motte,DET,C,4,5,9,-11,6,0,0,0,66,0,72,48,0
2024/25,Shakir Mukhamadullin,SJS,D,2,7,9,-7,8,0,0,0,30,0,25,51,0
2024/25,Tomáš Nosek,FLA,C,1,8,9,4,10,0,0,0,47,0,83,24,0
2024/25,Jan Rutta,SJS,D,3,6,9,-3,28,0,0,0,55,0,40,81,0
2024/25,Jonas Siegenthaler,NJD,D,2,7,9,9,44,0,0,0,52,0,75,92,0
2024/25,Scott Perunovich,2TM,D,2,7,9,-3,10,0,0,0,18,0,15,37,0
2024/25,Scott Perunovich,STL,D,2,4,6,1,6,0,0,0,9,0,9,21,0
2024/25,Scott Perunovich,NYI,D,0,3,3,-4,4,0,0,0,9,0,6,16,0
2024/25,Nolan Allan,CHI,D,1,7,8,-13,16,0,0,0,17,0,61,48,0
2024/25,Erik Brännström,VAN,D,3,5,8,-4,17,0,0,0,33,0,14,39,0
2024/25,Seamus Casey,NJD,D,4,4,8,3,0,0,0,0,12,0,10,7,0
2024/25,Jake Christiansen,CBJ,D,1,7,8,6,11,0,0,0,58,0,50,65,0
2024/25,Luca Del Bel Belluz,CBJ,C,2,6,8,2,0,0,0,0,18,0,4,12,0
2024/25,Ty Dellandrea,SJS,C,1,7,8,-31,59,0,0,0,50,0,163,47,0
2024/25,Barclay Goodrow,SJS,RW,5,3,8,-37,75,0,0,0,73,0,150,60,0
2024/25,Jordan Greenway,BUF,LW,3,5,8,-4,45,0,0,0,36,0,100,29,0
2024/25,Justin Holl,DET,D,2,6,8,-7,16,0,0,0,41,0,35,78,0
2024/25,Ivan Ivan,COL,F,5,3,8,-9,8,0,0,0,34,0,12,9,0
2024/25,Wyatt Kaiser,CHI,D,4,4,8,0,14,0,0,0,66,0,54,93,0
2024/25,Justin Kirkland,CGY,LW,2,6,8,6,11,0,0,0,9,0,45,16,0
2024/25,Rasmus Kupari,WPG,C,5,3,8,-1,16,0,0,0,53,0,77,31,0
2024/25,Hendrix Lapierre,WSH,C,0,8,8,-3,4,0,0,0,18,0,12,14,0
2024/25,Brock McGinn,ANA,LW,4,4,8,1,0,0,0,0,30,0,61,28,0
2024/25,Jacob Moverare,LAK,D,1,7,8,2,10,0,0,0,30,0,31,60,0
2024/25,Jeff Petry,DET,D,1,7,8,-2,16,0,0,0,33,0,51,77,0
2024/25,Matt Rempe,NYR,C,3,5,8,7,67,0,0,0,30,0,117,14,0
2024/25,Cole Schwindt,VEG,RW,1,7,8,3,0,0,0,0,32,0,41,17,0
2024/25,Miles Wood,COL,LW,4,4,8,-5,48,0,0,0,60,0,48,15,0
2024/25,Calvin de Haan,2TM,D,0,8,8,-4,12,0,0,0,51,0,71,63,0
2024/25,Calvin de Haan,COL,D,0,7,7,-8,10,0,0,0,48,0,59,58,0
2024/25,Calvin de Haan,NYR,D,0,1,1,4,2,0,0,0,3,0,12,5,0
2024/25,Jimmy Vesey,2TM,LW,5,3,8,-4,0,0,0,0,36,0,32,12,0
2024/25,Jimmy Vesey,NYR,LW,4,2,6,-2,0,0,0,0,30,0,19,10,0
2024/25,Jimmy Vesey,COL,LW,1,1,2,-2,0,0,0,0,6,0,13,2,0
2024/25,Victor Mancini,2TM,D,2,6,8,-9,10,0,0,0,27,0,38,41,0
2024/25,Victor Mancini,NYR,D,1,4,5,-3,2,0,0,0,20,0,14,20,0
2024/25,Victor Mancini,VAN,D,1,2,3,-6,8,0,0,0,7,0,24,21,0
2024/25,Jacob Bernard-Docker,2TM,D,2,6,8,5,17,0,0,0,32,0,30,50,0
2024/25,Jacob Bernard-Docker,OTT,D,1,3,4,2,4,0,0,0,18,0,21,25,0
2024/25,Jacob Bernard-Docker,BUF,D,1,3,4,3,13,0,0,0,14,0,9,25,0
2024/25,Emil Andrae,PHI,D,1,6,7,-5,16,0,0,0,52,0,46,50,0
2024/25,Jake Bean,CGY,D,2,5,7,0,8,0,0,0,71,0,22,43,0
2024/25,Jacob Bryson,BUF,D,0,7,7,-9,10,0,0,0,20,0,15,51,0
2024/25,Colton Dach,CHI,C,2,5,7,-3,17,0,0,0,27,0,86,12,0
2024/25,Justin Dowling,NJD,C,2,5,7,-6,6,0,0,0,34,0,51,22,0
2024/25,Christian Fischer,2TM,RW,1,6,7,-6,11,0,0,0,31,0,93,19,0
2024/25,Christian Fischer,DET,RW,1,6,7,-5,11,0,0,0,31,0,89,19,0
2024/25,Christian Fischer,CBJ,RW,0,0,0,-1,0,0,0,0,0,0,4,0,0
2024/25,Haydn Fleury,WPG,D,0,7,7,-12,6,0,0,0,38,0,48,56,0
2024/25,Ethen Frank,WSH,F,4,3,7,3,6,0,0,0,23,0,11,16,0
2024/25,Luke Glendening,TBL,C,4,3,7,-9,10,0,0,0,51,0,105,58,0
2024/25,Travis Hamonic,OTT,D,1,6,7,-16,19,0,0,0,72,0,73,92,0
2024/25,Samuel Helenius,LAK,C,4,3,7,1,25,0,0,0,29,0,150,16,0
2024/25,Calle Järnkrok,TOR,C,1,6,7,1,4,0,0,0,9,0,15,9,0
2024/25,Ville Koivunen,PIT,RW,0,7,7,0,4,0,0,0,15,0,1,8,0
2024/25,Klim Kostin,SJS,C,1,6,7,-6,27,0,0,0,28,0,111,17,0
2024/25,Sam Lafferty,BUF,C,4,3,7,-15,28,0,0,0,50,0,89,16,0
2024/25,Hampus Lindholm,BOS,D,3,4,7,-4,4,0,0,0,35,0,5,17,0
2024/25,Anthony Mantha,CGY,RW,4,3,7,6,11,0,0,0,15,0,16,8,0
2024/25,Mikael Pyyhtia,CBJ,LW,4,3,7,-11,6,0,0,0,32,0,25,39,0
2024/25,Max Sasson,VAN,F,3,4,7,1,0,0,0,0,31,0,18,13,0
2024/25,Troy Stecher,EDM,D,3,4,7,-2,27,0,0,0,55,0,35,66,0
2024/25,Tyler Tucker,STL,D,3,4,7,4,55,0,0,0,33,0,81,39,0
2024/25,Parker Wotherspoon,BOS,D,1,6,7,-10,10,0,0,0,44,0,75,66,0
2024/25,Noah Gregor,2TM,C,4,3,7,-21,28,0,0,0,60,0,94,33,0
2024/25,Noah Gregor,OTT,C,4,2,6,-12,17,0,0,0,46,0,76,25,0
2024/25,Noah Gregor,SJS,C,0,1,1,-9,11,0,0,0,14,0,18,8,0
2024/25,Vladislav Kolyachonok,2TM,D,2,5,7,-12,10,0,0,0,20,0,27,31,0
2024/25,Vladislav Kolyachonok,UTA,D,2,3,5,-7,2,0,0,0,12,0,14,19,0
2024/25,Vladislav Kolyachonok,PIT,D,0,2,2,-5,8,0,0,0,8,0,13,12,0
2024/25,Luke Schenn,2TM,D,1,6,7,-4,45,0,0,0,77,0,300,104,0
2024/25,Luke Schenn,NSH,D,1,4,5,-9,41,0,0,0,66,0,228,76,0
2024/25,Luke Schenn,WPG,D,0,2,2,5,4,0,0,0,11,0,72,28,0
2024/25,Daniel Sprong,3TM,RW,2,5,7,-1,2,0,0,0,55,0,32,4,0
2024/25,Daniel Sprong,VAN,RW,1,2,3,-2,2,0,0,0,19,0,5,0,0
2024/25,Daniel Sprong,SEA,RW,1,1,2,1,0,0,0,0,12,0,6,0,0
2024/25,Daniel Sprong,NJD,RW,0,2,2,0,0,0,0,0,24,0,21,4,0
2024/25,Nils Åman,VAN,C,1,5,6,-2,2,0,0,0,8,0,22,2,0
2024/25,Ethan Del Mastro,CHI,D,2,4,6,-3,6,0,0,0,19,0,40,21,0
2024/25,Nick DeSimone,UTA,D,1,5,6,4,0,0,0,0,24,0,14,14,0
2024/25,Phillip Di Giuseppe,VAN,LW,1,5,6,-2,4,0,0,0,23,0,54,6,0
2024/25,Zemgus Girgensons,TBL,C,2,4,6,-7,47,0,0,0,83,0,174,50,0
2024/25,David Gustafsson,WPG,C,2,4,6,10,7,0,0,0,30,0,19,18,0
2024/25,Jansen Harkins,ANA,C,2,4,6,-13,21,0,0,0,49,0,136,41,0
2024/25,Matthew Highmore,OTT,LW,2,4,6,-5,10,0,0,0,33,0,50,19,0
2024/25,Jack Johnson,CBJ,D,0,6,6,-13,2,0,0,0,23,0,21,35,0
2024/25,Linus Karlsson,VAN,C,3,3,6,5,6,0,0,0,28,0,27,8,0
2024/25,Jonathan Lekkerimäki,VAN,RW,3,3,6,-6,2,0,0,0,30,0,16,6,0
2024/25,Artyom Levshunov,CHI,D,0,6,6,-13,8,0,0,0,21,0,19,20,0
2024/25,Jonathon Merrill,MIN,D,2,4,6,-8,20,0,0,0,47,0,41,85,0
2024/25,Scott Morrow,CAR,D,1,5,6,4,0,0,0,0,23,0,3,16,0
2024/25,Nikita Nesterenko,ANA,C,4,2,6,-4,2,0,0,0,20,0,46,7,0
2024/25,Jani Nyman,SEA,RW,3,3,6,-3,4,0,0,0,22,0,13,7,0
2024/25,Anthony Richard,PHI,C,2,4,6,-3,0,0,0,0,19,0,8,8,0
2024/25,Derek Ryan,EDM,C,1,5,6,-4,12,0,0,0,20,0,25,21,0
2024/25,Landon Slaggert,CHI,LW,2,4,6,-7,23,0,0,0,34,0,25,13,0
2024/25,Brendan Smith,DAL,D,1,5,6,-9,33,0,0,0,27,0,41,23,0
2024/25,Arber Xhekaj,MTL,D,1,5,6,-13,118,0,0,0,69,0,180,63,0
2024/25,Dennis Gilbert,2TM,D,0,6,6,-3,50,0,0,0,9,0,63,36,0
2024/25,Dennis Gilbert,BUF,D,0,5,5,-3,50,0,0,0,5,0,52,29,0
2024/25,Dennis Gilbert,OTT,D,0,1,1,0,0,0,0,0,4,0,11,7,0
2024/25,Oliver Wahlstrom,2TM,RW,3,3,6,-6,37,0,0,0,54,0,34,30,0
2024/25,Oliver Wahlstrom,NYI,RW,2,2,4,-6,9,0,0,0,30,0,7,18,0
2024/25,Oliver Wahlstrom,BOS,RW,1,1,2,0,28,0,0,0,24,0,27,12,0
2024/25,Rodrigo Abols,PHI,C,2,3,5,-10,4,0,0,0,25,0,25,12,0
2024/25,Isaiah George,NYI,D,1,4,5,-3,6,0,0,0,26,0,14,34,0
2024/25,Jordan Harris,CBJ,D,1,4,5,-1,6,0,0,0,15,0,23,35,0
2024/25,Tyson Kozak,BUF,C,3,2,5,-2,2,0,0,0,11,0,26,23,0
2024/25,Curtis Lazar,NJD,C,2,3,5,-6,14,0,0,0,27,0,107,17,0
2024/25,Nick Leddy,STL,D,2,3,5,6,2,0,0,0,21,0,5,26,0
2024/25,Vinni Lettieri,BOS,C,3,2,5,-9,6,0,0,0,52,0,60,16,0
2024/25,Nils Lundkvist,DAL,D,0,5,5,4,20,0,0,0,52,0,23,34,0
2024/25,Olle Lycksell,PHI,RW,0,5,5,-3,2,0,0,0,10,0,9,5,0
2024/25,Philippe Myers,TOR,D,2,3,5,0,15,0,0,0,46,0,76,42,0
2024/25,Liam Ohgren,MIN,LW,2,3,5,-6,2,0,0,0,32,0,24,12,0
2024/25,Sam Rinzel,CHI,D,0,5,5,1,0,0,0,0,22,0,12,5,0
2024/25,Ryan Shea,PIT,D,2,3,5,-9,14,0,0,0,19,0,20,51,0
2024/25,Devin Shore,MIN,C,1,4,5,-8,6,0,0,0,41,0,76,37,0
2024/25,Juuso Välimäki,UTA,D,2,3,5,-5,14,0,0,0,40,0,23,49,0
2024/25,Adam Wilsby,NSH,D,1,4,5,3,6,0,0,0,33,0,18,17,0
2024/25,Oliver Kylington,2TM,D,1,4,5,-2,8,0,0,0,6,0,3,18,0
2024/25,Oliver Kylington,COL,D,1,3,4,-3,4,0,0,0,4,0,2,15,0
2024/25,Oliver Kylington,ANA,D,0,1,1,1,4,0,0,0,2,0,1,3,0
2024/25,Fraser Minten,2TM,C,3,2,5,-5,2,0,0,0,24,0,48,10,0
2024/25,Fraser Minten,TOR,C,2,2,4,-4,0,0,0,0,16,0,36,8,0
2024/25,Fraser Minten,BOS,C,1,0,1,-1,2,0,0,0,8,0,12,2,0
2024/25,Erik Johnson,2TM,D,2,3,5,1,15,0,0,0,37,0,59,26,0
2024/25,Erik Johnson,PHI,D,1,2,3,-3,11,0,0,0,14,0,40,14,0
2024/25,Erik Johnson,COL,D,1,1,2,4,4,0,0,0,23,0,19,12,0
2024/25,Kieffer Bellows,NSH,LW,2,2,4,-6,6,0,0,0,28,0,35,6,0
2024/25,Lucas Carlsson,SJS,D,1,3,4,-2,14,0,0,0,15,0,4,14,0
2024/25,Louis Crevier,CHI,D,3,1,4,-6,10,0,0,0,28,0,70,49,0
2024/25,Hudson Fasching,NYI,RW,2,2,4,-4,6,0,0,0,51,0,28,17,0
2024/25,Jonah Gadjovich,FLA,LW,4,0,4,-7,60,0,0,0,43,0,127,21,0
2024/25,Ryan Graves,PIT,D,1,3,4,-15,29,0,0,0,39,0,75,73,0
2024/25,Erik Gudbranson,CBJ,D,0,4,4,1,6,0,0,0,12,0,26,19,0
2024/25,Juha Jaaska,CAR,F,0,4,4,0,9,0,0,0,11,0,20,3,0
2024/25,Ross Johnston,ANA,LW,1,3,4,-2,72,0,0,0,9,0,134,20,0
2024/25,Arthur Kaliyev,NYR,RW,3,1,4,2,2,0,0,0,21,0,7,2,0
2024/25,Rory Kerins,CGY,C,0,4,4,3,0,0,0,0,3,0,4,2,0
2024/25,John Klingberg,EDM,D,1,3,4,0,8,0,0,0,19,0,5,13,0
2024/25,Logan Mailloux,MTL,D,2,2,4,-5,6,0,0,0,10,0,9,8,0
2024/25,Nikolas Matinpalo,OTT,D,1,3,4,-2,20,0,0,0,43,0,25,29,0
2024/25,Ivan Miroshnichenko,WSH,LW,1,3,4,1,0,0,0,0,14,0,28,8,0
2024/25,Oliver Moore,CHI,C,0,4,4,-2,4,0,0,0,10,0,6,2,0
2024/25,Simon Nemec,NJD,D,2,2,4,-10,14,0,0,0,26,0,2,26,0
2024/25,Zack Ostapchuk,2TM,C,1,3,4,-8,45,0,0,0,26,0,110,21,0
2024/25,Zack Ostapchuk,OTT,C,1,3,4,-7,26,0,0,0,20,0,86,11,0
2024/25,Zack Ostapchuk,SJS,C,0,0,0,-1,19,0,0,0,6,0,24,10,0
2024/25,Jimmy Snuggerud,STL,RW,1,3,4,0,0,0,0,0,10,0,3,4,0
2024/25,Tyson Barrie,CGY,D,1,2,3,-7,4,0,0,0,19,0,10,12,0
2024/25,Kyle Burroughs,LAK,D,0,3,3,3,39,0,0,0,6,0,42,14,0
2024/25,Nikita Chibrikov,WPG,RW,2,1,3,1,0,0,0,0,6,0,9,4,0
2024/25,Vincent Desharnais,3TM,D,0,3,3,-9,45,0,0,0,28,0,87,83,0
2024/25,Vincent Desharnais,VAN,D,0,3,3,-5,34,0,0,0,20,0,54,48,0
2024/25,Vincent Desharnais,PIT,D,0,0,0,-4,4,0,0,0,7,0,19,20,0
2024/25,Vincent Desharnais,SJS,D,0,0,0,0,7,0,0,0,1,0,14,15,0
2024/25,Nicolas Deslauriers,PHI,LW,2,1,3,-9,15,0,0,0,25,0,85,9,0
2024/25,Dryden Hunt,CGY,LW,0,3,3,-1,0,0,0,0,5,0,10,3,0
2024/25,Matthew Kessel,STL,D,0,3,3,-3,10,0,0,0,17,0,22,23,0
2024/25,Pyotr Kochetkov,CAR,G,0,3,3,0,8,0,0,0,1,0,0,0,0
2024/25,Maveric Lamoureux,UTA,D,1,2,3,3,42,0,0,0,17,0,18,11,0
2024/25,Andre Lee,LAK,LW,1,2,3,-5,11,0,0,0,18,0,36,10,0
2024/25,Cameron Lund,SJS,C,2,1,3,-10,4,0,0,0,12,0,7,2,0
2024/25,Fabian Lysell,BOS,RW,1,2,3,-4,6,0,0,0,21,0,5,2,0
2024/25,Zack MacEwen,OTT,C,2,1,3,0,21,0,0,0,26,0,49,7,0
2024/25,Rutger McGroarty,PIT,RW,1,2,3,0,0,0,0,0,11,0,12,5,0
2024/25,Alex Nedeljkovic,PIT,G,1,2,3,0,2,0,0,0,1,0,0,0,0
2024/25,Matthew Nieto,PIT,LW,1,2,3,-8,4,0,0,0,31,0,39,20,0
2024/25,Elias Pettersson,VAN,D,1,2,3,-4,17,0,0,0,19,0,39,16,0
2024/25,Owen Pickering,PIT,D,1,2,3,-5,6,0,0,0,15,0,13,19,0
2024/25,Valtteri Puustinen,PIT,RW,2,1,3,-4,4,0,0,0,8,0,10,5,0
2024/25,Ilya Sorokin,NYI,G,1,2,3,0,2,0,0,0,0,0,0,0,0
2024/25,Spencer Stastney,NSH,D,0,3,3,-7,4,0,0,0,15,0,8,24,0
2024/25,Mitchell Stephens,SEA,C,1,2,3,-8,6,0,0,0,19,0,25,4,0
2024/25,Akil Thomas,LAK,C,1,2,3,-4,7,0,0,0,20,0,42,12,0
2024/25,Marc-Édouard Vlasic,SJS,D,1,2,3,-10,2,0,0,0,20,0,4,40,0
2024/25,Austin Watson,DET,LW,3,0,3,1,17,0,0,0,13,0,36,2,0
2024/25,Dustin Wolf,CGY,G,0,3,3,0,2,0,0,0,0,0,0,0,0
