season,player,team,position,G,A,P,+/-,PIM,PPP,SHP,GWG,SOG,FW,HIT,BLK,GP
2023/24,Denis Gurianov,NSH,RW,1,1,2,4,0,0,0,0,22,0,13,6,0
2023/24,Denis Gurianov,PHI,RW,0,0,0,0,0,0,0,0,4,0,1,0,0
2023/24,Daniil Gushchin,SJS,LW,1,1,2,-2,0,0,0,0,4,0,2,7,0
2023/24,Santeri Hatakka,NJD,D,0,2,2,5,4,0,0,0,12,0,14,12,0
2023/24,Matthew Highmore,OTT,LW,0,2,2,0,0,0,0,0,1,0,3,4,0
2023/24,Lane Hutson,MTL,D,0,2,2,-2,0,0,0,0,3,0,1,0,0
2023/24,Cole Koepke,TBL,LW,0,2,2,0,0,0,0,0,9,0,23,1,0
2023/24,Milan Lucic,BOS,LW,0,2,2,-1,2,0,0,0,1,0,12,2,0
2023/24,Jaycob Megna,CHI,D,0,2,2,-15,22,0,0,0,28,0,60,87,0
2023/24,Carson Meyer,CBJ,RW,1,1,2,-2,2,0,0,0,10,0,37,2,0
2023/24,Ian Mitchell,BOS,D,0,2,2,6,10,0,0,0,11,0,3,13,0
2023/24,Sam Montembeault,MTL,G,0,2,2,0,0,0,0,0,0,0,0,0,0
2023/24,Jordan Oesterle,CGY,D,0,2,2,-6,4,0,0,0,18,0,22,33,0
2023/24,Liam Ohgren,MIN,LW,1,1,2,0,0,0,0,0,8,0,2,0,0
2023/24,Nic Petan,MIN,C,0,2,2,-2,2,0,0,0,11,0,5,1,0
2023/24,Vasily Podkolzin,VAN,RW,0,2,2,-4,8,0,0,0,20,0,70,3,0
2023/24,Vasiliy Ponomarev,CAR,C,1,1,2,1,0,0,0,0,1,0,0,1,0
2023/24,Cayden Primeau,MTL,G,0,2,2,0,2,0,0,0,0,0,0,0,0
2023/24,Mikael Pyyhtia,CBJ,LW,0,2,2,-5,0,0,0,0,22,0,9,20,0
2023/24,Matt Rempe,NYR,C,1,1,2,1,71,0,0,0,12,0,50,5,0
2023/24,Lukáš Rousek,BUF,RW,0,2,2,-1,0,0,0,0,4,0,5,7,0
2023/24,Juuse Saros,NSH,G,0,2,2,0,2,0,0,0,0,0,0,0,0
2023/24,Akira Schmid,NJD,G,0,2,2,0,2,0,0,0,0,0,0,0,0
2023/24,Jiri Smejkal,OTT,F,1,1,2,-6,4,0,0,0,10,0,32,13,0
2023/24,Ilya Sorokin,NYI,G,0,2,2,0,0,0,0,0,0,0,0,0,0
2023/24,Logan Stanley,WPG,D,1,1,2,4,36,0,0,0,29,0,45,40,0
2023/24,Anthony Stolarz,FLA,G,0,2,2,0,2,0,0,0,1,0,0,0,0
2023/24,Tyler Tucker,STL,D,1,1,2,1,42,0,0,0,17,0,64,27,0
2023/24,Riley Tufte,COL,LW,1,1,2,-2,2,0,0,0,7,0,8,2,0
2023/24,Andrei Vasilevskiy,TBL,G,0,2,2,0,2,0,0,0,0,0,0,0,0
2023/24,Karel Vejmelka,ARI,G,0,2,2,0,2,0,0,0,0,0,0,0,0
2023/24,Chris Wagner,COL,C,1,1,2,3,9,0,0,0,16,0,30,5,0
2023/24,Jake Allen,2TM,G,0,1,1,0,2,0,0,0,1,0,0,0,0
2023/24,Jake Allen,MTL,G,0,1,1,0,2,0,0,0,1,0,0,0,0
2023/24,Jake Allen,NJD,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Frederik Andersen,CAR,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2023/24,Nicklas Bäckström,WSH,C,0,1,1,-3,2,0,0,0,12,0,2,5,0
2023/24,Nick Blankenburg,CBJ,D,1,0,1,1,4,0,0,0,10,0,21,15,0
2023/24,Patrick Brown,BOS,C,0,1,1,-3,2,0,0,0,7,0,25,3,0
2023/24,Nikita Chibrikov,WPG,RW,1,0,1,0,0,0,0,0,3,0,5,0,0
2023/24,Kale Clague,BUF,D,0,1,1,0,2,0,0,0,2,0,1,0,0
2023/24,Sam Colangelo,ANA,RW,1,0,1,0,2,0,0,0,7,0,3,2,0
2023/24,Max Comtois,CAR,LW,0,1,1,0,0,0,0,0,1,0,0,0,0
2023/24,Lukas Cormier,VEG,D,0,1,1,1,0,0,0,0,3,0,1,2,0
2023/24,Logan Couture,SJS,C,0,1,1,0,4,0,0,0,7,0,8,8,0
2023/24,Austin Czarnik,DET,C,0,1,1,-3,12,0,0,0,24,0,19,16,0
2023/24,Nico Daws,NJD,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2023/24,Luca Del Bel Belluz,CBJ,C,1,0,1,1,0,0,0,0,2,0,0,0,0
2023/24,Thatcher Demko,VAN,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2023/24,Casey DeSmith,VAN,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2023/24,Justin Dowling,NJD,C,1,0,1,-2,0,0,0,0,3,0,1,1,0
2023/24,Samuel Fagemo,2TM,LW,1,0,1,-1,0,0,0,0,13,0,5,3,0
2023/24,Samuel Fagemo,NSH,LW,1,0,1,0,0,0,0,0,7,0,1,3,0
2023/24,Samuel Fagemo,LAK,LW,0,0,0,-1,0,0,0,0,6,0,4,0,0
2023/24,Marc-André Fleury,MIN,G,0,1,1,0,4,0,0,0,0,0,0,0,0
2023/24,Callan Foote,NJD,D,0,1,1,3,16,0,0,0,0,0,3,9,0
2023/24,Nolan Foote,NJD,LW,1,0,1,-1,0,0,0,0,6,0,3,2,0
2023/24,Anton Forsberg,OTT,G,0,1,1,0,2,0,0,0,0,0,0,0,0
2023/24,Jean-Luc Foudy,COL,C,1,0,1,1,0,0,0,0,2,0,0,0,0
2023/24,Mark Friedman,VAN,D,0,1,1,4,21,0,0,0,16,0,33,35,0
2023/24,Byron Froese,VEG,C,0,1,1,-2,4,0,0,0,17,0,22,8,0
2023/24,Cutter Gauthier,ANA,LW,0,1,1,1,0,0,0,0,3,0,0,0,0
2023/24,Brandon Gignac,MTL,C,1,0,1,-3,0,0,0,0,7,0,5,7,0
2023/24,Adam Ginning,PHI,D,1,0,1,0,0,0,0,0,6,0,18,9,0
2023/24,Philipp Grubauer,SEA,G,0,1,1,0,4,0,0,0,0,0,0,0,0
2023/24,Jonathan Gruden,PIT,C,1,0,1,-2,5,0,0,0,9,0,35,5,0
2023/24,Filip Gustavsson,MIN,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2023/24,Hardy Haman Aktell,WSH,D,0,1,1,-2,2,0,0,0,5,0,11,5,0
2023/24,Carter Hart,PHI,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2023/24,Adin Hill,VEG,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2023/24,Joel Hofer,STL,G,0,1,1,0,4,0,0,0,1,0,0,0,0
2023/24,Daemon Hunt,MIN,D,0,1,1,-1,0,0,0,0,7,0,8,17,0
2023/24,Ville Husso,DET,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2023/24,Ruslan Iskhakov,NYI,C,0,1,1,0,0,0,0,0,2,0,0,0,0
2023/24,Tristan Jarry,PIT,G,1,0,1,0,4,0,0,0,3,0,0,0,0
2023/24,Roby Jarventie,OTT,LW,0,1,1,-5,4,0,0,0,5,0,5,6,0
2023/24,Jan Jeník,ARI,RW,0,1,1,-1,5,0,0,0,2,0,6,7,0
2023/24,Lucas Johansen,WSH,D,0,1,1,1,4,0,0,0,4,0,1,7,0
2023/24,Kaapo Kähkönen,2TM,G,0,1,1,0,4,0,0,0,0,0,0,0,0
2023/24,Kaapo Kähkönen,SJS,G,0,1,1,0,4,0,0,0,0,0,0,0,0
2023/24,Kaapo Kähkönen,NJD,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Miloš Kelemen,ARI,F,0,1,1,-2,0,0,0,0,5,0,20,3,0
2023/24,Adam Klapka,CGY,F,1,0,1,-1,19,0,0,0,4,0,21,3,0
2023/24,Tyler Kleven,OTT,D,0,1,1,-1,2,0,0,0,7,0,8,9,0
2023/24,Nikolai Knyzhov,SJS,D,0,1,1,-6,6,0,0,0,6,0,13,17,0
2023/24,Joonas Korpisalo,OTT,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2023/24,Darcy Kuemper,WSH,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2023/24,Rasmus Kupari,WPG,C,0,1,1,-5,4,0,0,0,28,0,24,10,0
2023/24,Maxime Lajoie,TOR,D,0,1,1,1,0,0,0,0,1,0,12,7,0
2023/24,Brad Lambert,WPG,C,0,1,1,1,0,0,0,0,2,0,0,1,0
2023/24,Kevin Lankinen,NSH,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2023/24,John Leonard,ARI,LW,1,0,1,-1,0,0,0,0,5,0,1,5,0
2023/24,William Lockwood,FLA,RW,0,1,1,2,16,0,0,0,19,0,54,8,0
2023/24,Ukko-Pekka Luukkonen,BUF,G,0,1,1,0,8,0,0,0,0,0,0,0,0
2023/24,Alex Lyon,DET,G,0,1,1,0,2,0,0,0,0,0,0,0,0
2023/24,Mackenzie MacEachern,STL,LW,0,1,1,-1,0,0,0,0,4,0,10,2,0
2023/24,Logan Mailloux,MTL,D,0,1,1,1,0,0,0,0,2,0,1,1,0
2023/24,Dylan McIlrath,WSH,D,0,1,1,1,5,0,0,0,1,0,9,1,0
2023/24,Marc McLaughlin,BOS,F,1,0,1,1,0,0,0,0,2,0,4,1,0
2023/24,Waltteri Merela,TBL,F,1,0,1,2,4,0,0,0,17,0,32,6,0
2023/24,Jacob Moverare,LAK,D,1,0,1,0,6,0,0,0,11,0,12,23,0
2023/24,Shakir Mukhamadullin,SJS,D,0,1,1,0,4,0,0,0,5,0,5,11,0
2023/24,Frank Nazar,CHI,C,1,0,1,-4,0,0,0,0,2,0,0,1,0
2023/24,Nikita Nesterenko,ANA,C,1,0,1,0,0,0,0,0,7,0,7,0,0
2023/24,Jason Polin,COL,F,1,0,1,1,2,0,0,0,6,0,14,1,0
2023/24,Jonathan Quick,NYR,G,0,1,1,0,8,0,0,0,0,0,0,0,0
2023/24,Aku Raty,ARI,RW,0,1,1,0,0,0,0,0,0,0,2,0,0
2023/24,Calle Rosén,STL,D,0,1,1,-1,2,0,0,0,5,0,2,7,0
2023/24,Ilya Samsonov,TOR,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2023/24,Ryan Shea,PIT,D,1,0,1,1,6,0,0,0,17,0,24,24,0
2023/24,Igor Shesterkin,NYR,G,0,1,1,0,6,0,0,0,1,0,0,0,0
2023/24,Jack St. Ivany,PIT,D,0,1,1,0,2,0,0,0,11,0,30,14,0
2023/24,Oskar Steen,BOS,C,1,0,1,-2,4,0,0,0,24,0,79,19,0
2023/24,Jack Studnicka,2TM,C,1,0,1,-12,6,0,0,0,20,0,36,11,0
2023/24,Jack Studnicka,VAN,C,1,0,1,2,0,0,0,0,4,0,8,1,0
2023/24,Jack Studnicka,SJS,C,0,0,0,-14,6,0,0,0,16,0,28,10,0
2023/24,Jeremy Swayman,BOS,G,0,1,1,0,0,0,0,0,1,0,0,0,0
2023/24,Linus Ullmark,BOS,G,0,1,1,0,2,0,0,0,0,0,0,0,0
2023/24,Vítek Vaněček,NJD,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2023/24,Egor Afanasyev,NSH,LW,0,0,0,-1,0,0,0,0,5,0,6,2,0
2023/24,Emil Andrae,PHI,D,0,0,0,-1,0,0,0,0,0,0,5,6,0
2023/24,Tyler Angle,CBJ,C,0,0,0,-1,0,0,0,0,0,0,5,1,0
2023/24,Justus Annunen,COL,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Kenneth Appleby,NYI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Yaroslav Askarov,NSH,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Zach Aston-Reese,DET,C,0,0,0,0,2,0,0,0,1,0,3,0,0
2023/24,Arshdeep Bains,VAN,F,0,0,0,-5,6,0,0,0,4,0,7,2,0
2023/24,Tobias Björnfot,3TM,D,0,0,0,-2,2,0,0,0,1,0,4,7,0
2023/24,Tobias Björnfot,LAK,D,0,0,0,0,0,0,0,0,0,0,1,1,0
2023/24,Tobias Björnfot,VEG,D,0,0,0,-2,2,0,0,0,0,0,1,4,0
2023/24,Tobias Björnfot,FLA,D,0,0,0,0,0,0,0,0,1,0,2,2,0
2023/24,Mackenzie Blackwood,SJS,G,0,0,0,0,2,0,0,0,0,0,0,0,0
2023/24,Jackson Blake,CAR,RW,0,0,0,-2,0,0,0,0,2,0,0,0,0
2023/24,Anton Blidh,NYR,LW,0,0,0,-1,2,0,0,0,1,0,1,0,0
2023/24,Robert Bortuzzo,2TM,D,0,0,0,0,27,0,0,0,11,0,38,51,0
2023/24,Robert Bortuzzo,STL,D,0,0,0,2,7,0,0,0,1,0,5,3,0
2023/24,Robert Bortuzzo,NYI,D,0,0,0,-2,20,0,0,0,10,0,33,48,0
2023/24,Mavrik Bourque,DAL,C,0,0,0,0,0,0,0,0,2,0,1,0,0
2023/24,Shane Bowers,NJD,C,0,0,0,1,0,0,0,0,7,0,3,3,0
2023/24,Gavin Brindley,CBJ,C,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Laurent Brossoit,WPG,G,0,0,0,0,2,0,0,0,0,0,0,0,0
2023/24,Callahan Burke,CAR,C,0,0,0,0,0,0,0,0,0,0,3,0,0
2023/24,Cameron Butler,CBJ,F,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Jack Campbell,EDM,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Declan Carlile,TBL,D,0,0,0,1,0,0,0,0,0,0,1,2,0
2023/24,Magnus Chrona,SJS,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Graeme Clarke,NJD,RW,0,0,0,-2,2,0,0,0,2,0,6,0,0
2023/24,Dylan Coghlan,CAR,D,0,0,0,-2,0,0,0,0,3,0,1,3,0
2023/24,Eric Comrie,BUF,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Lucas Condotta,MTL,F,0,0,0,1,0,0,0,0,2,0,5,1,0
2023/24,Devin Cooley,SJS,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Pheonix Copley,LAK,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Cameron Crotty,ARI,D,0,0,0,-1,0,0,0,0,0,0,4,2,0
2023/24,Joey Daccord,SEA,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Zach Dean,STL,C,0,0,0,-4,6,0,0,0,10,0,10,5,0
2023/24,Ethan Del Mastro,CHI,D,0,0,0,0,0,0,0,0,0,0,2,0,0
2023/24,Grigori Denisenko,VEG,LW,0,0,0,-3,2,0,0,0,5,0,14,2,0
2023/24,Louis Domingue,NYR,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Lukáš Dostál,ANA,G,0,0,0,0,8,0,0,0,0,0,0,0,0
2023/24,Chris Driedger,SEA,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Pierrick Dube,WSH,F,0,0,0,1,2,0,0,0,3,0,2,3,0
2023/24,Samuel Ersson,PHI,G,0,0,0,0,4,0,0,0,0,0,0,0,0
2023/24,Ivan Fedotov,PHI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Cale Fleury,SEA,D,0,0,0,1,0,0,0,0,1,0,3,0,0
2023/24,Rhett Gardner,PHI,C,0,0,0,0,0,0,0,0,0,0,1,1,0
2023/24,Adam Gaudette,STL,C,0,0,0,0,4,0,0,0,0,0,4,1,0
2023/24,Glenn Gawdin,ANA,C,0,0,0,-1,2,0,0,0,0,0,4,1,0
2023/24,John Gibson,ANA,G,0,0,0,0,12,0,0,0,0,0,0,0,0
2023/24,Gage Goncalves,TBL,C,0,0,0,0,6,0,0,0,0,0,2,0,0
2023/24,Jet Greaves,CBJ,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Max Guenette,OTT,D,0,0,0,-1,2,0,0,0,6,0,6,6,0
2023/24,Robert Hägg,ANA,D,0,0,0,-4,4,0,0,0,6,0,21,10,0
2023/24,Brian Halonen,NJD,F,0,0,0,0,0,0,0,0,2,0,2,0,0
2023/24,John Hayden,SEA,C,0,0,0,-1,0,0,0,0,1,0,3,1,0
2023/24,Emil Heineman,MTL,LW,0,0,0,2,0,0,0,0,0,0,7,1,0
2023/24,Magnus Hellberg,PIT,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Connor Hellebuyck,WPG,G,0,0,0,0,2,0,0,0,0,0,0,0,0
2023/24,Akito Hirose,VAN,D,0,0,0,1,0,0,0,0,0,0,3,5,0
2023/24,Michael Hutchinson,DET,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Grant Hutton,NYI,D,0,0,0,1,0,0,0,0,0,0,4,1,0
2023/24,Bokondji Imama,OTT,LW,0,0,0,1,7,0,0,0,1,0,22,1,0
2023/24,Vincent Iorio,WSH,D,0,0,0,1,0,0,0,0,6,0,3,3,0
2023/24,Jonas Johansson,TBL,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Marc Johnstone,PIT,F,0,0,0,-1,0,0,0,0,0,0,2,0,0
2023/24,Martin Jones,TOR,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Linus Karlsson,VAN,C,0,0,0,0,0,0,0,0,4,0,3,2,0
2023/24,Philip Kemp,EDM,D,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Jujhar Khaira,MIN,LW,0,0,0,0,0,0,0,0,1,0,1,1,0
2023/24,Justin Kirkland,ARI,LW,0,0,0,0,0,0,0,0,1,0,5,1,0
2023/24,Patrik Koch,ARI,D,0,0,0,0,10,0,0,0,1,0,4,1,0
2023/24,Pyotr Kochetkov,CAR,G,0,0,0,0,8,0,0,0,0,0,1,0,0
2023/24,Joona Koppanen,PIT,LW,0,0,0,0,0,0,0,0,4,0,3,2,0
2023/24,Jiri Kulich,BUF,C,0,0,0,-1,0,0,0,0,1,0,1,0,0
2023/24,Yan Kuznetsov,CGY,D,0,0,0,-1,0,0,0,0,2,0,0,1,0
2023/24,Samuel Laberge,NJD,W,0,0,0,0,0,0,0,0,0,0,3,0,0
2023/24,Raphael Lavoie,EDM,C,0,0,0,-2,2,0,0,0,4,0,13,1,0
2023/24,Jake Leschyshyn,NYR,C,0,0,0,-1,0,0,0,0,0,0,0,1,0
2023/24,Devon Levi,BUF,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Kole Lind,SEA,RW,0,0,0,0,0,0,0,0,0,0,2,0,0
2023/24,Oskar Lindblom,SJS,LW,0,0,0,-1,0,0,0,0,0,0,1,1,0
2023/24,Charlie Lindgren,WSH,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Connor Mackey,NYR,D,0,0,0,1,5,0,0,0,1,0,1,3,0
2023/24,Spencer Martin,2TM,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Spencer Martin,CBJ,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Spencer Martin,CAR,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Nikolas Matinpalo,OTT,D,0,0,0,1,0,0,0,0,2,0,4,2,0
2023/24,Max McCormick,SEA,LW,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Hugh McGing,STL,LW,0,0,0,-5,0,0,0,0,4,0,7,3,0
2023/24,Cole McWard,VAN,D,0,0,0,0,0,0,0,0,1,0,0,0,0
2023/24,Jayson Megna,BOS,C,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Georgii Merkulov,BOS,F,0,0,0,1,0,0,0,0,3,0,2,4,0
2023/24,Elvis Merzļikins,CBJ,G,0,0,0,0,4,0,0,0,0,0,0,0,0
2023/24,Victor Mete,PHI,D,0,0,0,0,0,0,0,0,0,0,0,1,0
2023/24,Fraser Minten,TOR,C,0,0,0,0,2,0,0,0,3,0,4,1,0
2023/24,Logan Morrison,SEA,F,0,0,0,-1,0,0,0,0,6,0,2,8,0
2023/24,Scott Morrow,CAR,D,0,0,0,-3,0,0,0,0,6,0,1,2,0
2023/24,Petr Mrázek,CHI,G,0,0,0,0,14,0,0,0,0,0,0,0,0
2023/24,Brett Murray,BUF,LW,0,0,0,-1,2,0,0,0,1,0,5,0,0
2023/24,Matt Murray,DAL,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Philippe Myers,TBL,D,0,0,0,-2,2,0,0,0,6,0,8,6,0
2023/24,Bradly Nadeau,CAR,LW,0,0,0,-3,0,0,0,0,3,0,0,1,0
2023/24,Riley Nash,NYR,C,0,0,0,0,0,0,0,0,1,0,1,0,0
2023/24,Alex Nedeljkovic,PIT,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Jake Oettinger,DAL,G,0,0,0,0,2,0,0,0,0,0,0,0,0
2023/24,Oskar Olausson,COL,RW,0,0,0,0,0,0,0,0,2,0,2,2,0
2023/24,Gustav Olofsson,SEA,D,0,0,0,0,0,0,0,0,0,0,0,3,0
2023/24,Zack Ostapchuk,OTT,C,0,0,0,-1,0,0,0,0,5,0,13,6,0
2023/24,Brennan Othmann,NYR,LW,0,0,0,0,0,0,0,0,6,0,6,1,0
2023/24,Jiří Patera,VEG,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Ondrej Pavel,COL,F,0,0,0,-1,2,0,0,0,3,0,1,0,0
2023/24,Yaniv Perets,CAR,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Calvin Petersen,PHI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Jacob Peterson,SJS,C,0,0,0,-3,2,0,0,0,3,0,6,5,0
2023/24,Alexander Petrovic,DAL,D,0,0,0,-1,0,0,0,0,2,0,2,0,0
2023/24,Calvin Pickard,EDM,G,0,0,0,0,2,0,0,0,0,0,0,0,0
2023/24,Rem Pitlick,CHI,C,0,0,0,-7,2,0,0,0,13,0,9,6,0
2023/24,Andrew Poturalski,SEA,C,0,0,0,-1,0,0,0,0,0,0,0,0,0
2023/24,Samuel Poulin,PIT,RW,0,0,0,-1,2,0,0,0,2,0,5,3,0
2023/24,Derrick Pouliot,DAL,D,0,0,0,-1,0,0,0,0,5,0,4,5,0
2023/24,Ivan Prosvetov,COL,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Antti Raanta,CAR,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Adam Raška,MIN,RW,0,0,0,0,0,0,0,0,0,0,12,1,0
2023/24,Pavol Regenda,ANA,F,0,0,0,-1,2,0,0,0,7,0,11,5,0
2023/24,James Reimer,DET,G,0,0,0,0,4,0,0,0,0,0,0,0,0
2023/24,Marshall Rifai,TOR,D,0,0,0,1,0,0,0,0,1,0,4,1,0
2023/24,David Rittich,LAK,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Georgi Romanov,SJS,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Filip Roos,CHI,D,0,0,0,-4,0,0,0,0,2,0,8,2,0
2023/24,Isak Rosen,BUF,RW,0,0,0,-3,0,0,0,0,8,0,0,2,0
2023/24,Scott Sabourin,SJS,F,0,0,0,0,9,0,0,0,3,0,10,1,0
2023/24,Mackie Samoskevich,FLA,RW,0,0,0,-3,0,0,0,0,11,0,5,3,0
2023/24,Felix Sandström,PHI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Matthew Savoie,BUF,C,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Brandon Scanlin,NYR,D,0,0,0,0,0,0,0,0,0,0,1,0,0
2023/24,Cole Schwindt,CGY,RW,0,0,0,-1,2,0,0,0,1,0,5,1,0
2023/24,Brett Seney,CHI,LW,0,0,0,0,6,0,0,0,1,0,9,6,0
2023/24,Hunter Shepard,WSH,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Arturs Silovs,VAN,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Stuart Skinner,EDM,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Joe Snively,WSH,F,0,0,0,-1,0,0,0,0,0,0,1,0,0
2023/24,Arvid Söderblom,CHI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Victor Söderström,ARI,D,0,0,0,-1,0,0,0,0,1,0,3,6,0
2023/24,Justin Sourdif,FLA,RW,0,0,0,0,0,0,0,0,2,0,5,2,0
2023/24,Alex Steeves,TOR,F,0,0,0,-1,0,0,0,0,1,0,6,0,0
2023/24,Marián Studenič,SEA,RW,0,0,0,-1,2,0,0,0,1,0,4,0,0
2023/24,Malcolm Subban,CBJ,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Maksymilian Szuber,ARI,D,0,0,0,-1,2,0,0,0,1,0,2,1,0
2023/24,Mads Søgaard,OTT,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Daniil Tarasov,CBJ,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Jack Thompson,2TM,D,0,0,0,-2,0,0,0,0,4,0,4,3,0
2023/24,Jack Thompson,TBL,D,0,0,0,0,0,0,0,0,1,0,2,0,0
2023/24,Jack Thompson,SJS,D,0,0,0,-2,0,0,0,0,3,0,2,3,0
2023/24,Matt Tomkins,TBL,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Semyon Varlamov,NYI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Matt Villalta,ARI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Daniel Vladař,CGY,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Samuel Walker,MIN,C,0,0,0,-3,0,0,0,0,3,0,2,1,0
2023/24,Jesper Wallstedt,MIN,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Scott Wedgewood,DAL,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Colin White,2TM,C,0,0,0,-5,4,0,0,0,16,0,22,12,0
2023/24,Colin White,PIT,C,0,0,0,-2,2,0,0,0,8,0,11,5,0
2023/24,Colin White,MTL,C,0,0,0,-3,2,0,0,0,8,0,11,7,0
2023/24,Ryan Winterton,SEA,C,0,0,0,-1,0,0,0,0,10,0,10,4,0
2023/24,Dustin Wolf,CGY,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,Joseph Woll,TOR,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/24,League Average,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Nikita Kucherov,TBL,RW,37,84,121,22,45,0,0,0,265,0,23,33,0
2024/25,Nathan MacKinnon,COL,C,32,84,116,25,41,0,0,0,320,0,38,58,0
2024/25,Leon Draisaitl,EDM,C,52,54,106,32,34,0,0,0,240,0,23,27,0
2024/25,David Pastrňák,BOS,RW,43,63,106,0,42,0,0,0,319,0,58,24,0
2024/25,Mitch Marner,TOR,RW,27,75,102,18,14,0,0,0,173,0,49,40,0
2024/25,Connor McDavid,EDM,C,26,74,100,20,37,0,0,0,196,0,40,18,0
2024/25,Kyle Connor,WPG,LW,41,56,97,17,25,0,0,0,267,0,21,46,0
2024/25,Jack Eichel,VEG,C,28,66,94,32,8,0,0,0,233,0,22,55,0
2024/25,Cale Makar,COL,D,30,62,92,28,14,0,0,0,246,0,51,128,0
2024/25,Sidney Crosby,PIT,C,33,58,91,-20,31,0,0,0,227,0,67,39,0
2024/25,Brandon Hagel,TBL,LW,35,55,90,33,58,0,0,0,228,0,59,60,0
2024/25,Clayton Keller,UTA,C,30,60,90,-12,28,0,0,0,218,0,11,30,0
2024/25,Artemi Panarin,NYR,LW,37,52,89,-9,16,0,0,0,237,0,18,11,0
2024/25,Nick Suzuki,MTL,C,30,59,89,19,8,0,0,0,172,0,63,70,0
