Player Name,Season,Goals,Assists,Points,Plus/Minus,Penalty Minutes,Power Play Points,Shorthanded Points,Game-Winning Goals,Shots on Goal,Hits,Blocks,Faceoffs Won
Nico Sturm,2024/25,7,6,13,-4,13,0,1,1,38,70,25,175
Nico Sturm,2024/25,0,1,1,-2,7,0,0,0,21,37,9,73
Jakub Vrána,2024/25,9,5,14,-4,10,4,0,4,47,19,8,7
Jakub Vrána,2024/25,7,4,11,6,6,3,0,3,28,13,5,4
Jakub Vrána,2024/25,2,1,3,-10,4,1,0,1,19,6,3,3
Adam Boqvist,2024/25,4,10,14,-9,10,6,0,0,40,13,19,0
Adam Boqvist,2024/25,2,4,6,-4,6,3,0,0,21,6,10,0
Adam Boqvist,2024/25,2,6,8,-5,4,3,0,0,19,7,9,0
Jacob Trouba,2024/25,1,13,14,-8,66,0,0,0,111,164,208,0
Jacob Trouba,2024/25,0,6,6,-3,22,0,0,0,46,39,68,0
Jacob Trouba,2024/25,1,7,8,-5,44,0,0,0,65,125,140,0
Ben Chiarot,2024/25,4,9,13,-14,69,1,0,0,109,127,142,0
Ty Emberson,2024/25,2,11,13,-5,18,0,1,1,62,125,97,0
Drew Helleson,2024/25,4,9,13,6,47,0,1,1,63,99,73,0
Tanner Jeannot,2024/25,7,6,13,0,89,0,0,1,56,211,37,8
David Kämpf,2024/25,5,8,13,-1,14,0,2,0,45,50,26,278
Tye Kartye,2024/25,6,7,13,-14,43,0,1,0,56,175,29,3
Dmitry Kulikov,2024/25,4,9,13,12,38,1,0,0,64,114,71,0
Ryan Lomberg,2024/25,3,10,13,-5,57,0,0,0,66,120,19,5
Denton Mateychuk,2024/25,4,9,13,4,20,0,0,0,44,26,63,0
Max Pacioretty,2024/25,5,8,13,-2,16,0,0,1,70,105,14,6
Jayden Struble,2024/25,2,11,13,2,52,0,0,0,47,124,54,0
Zach Whitecloud,2024/25,4,9,13,7,37,0,0,0,72,117,103,0
Artem Zub,2024/25,2,11,13,3,34,1,2,1,57,58,118,0
Justin Barron,2024/25,6,7,13,-18,23,1,0,0,73,80,83,0
Justin Barron,2024/25,1,0,1,-4,8,0,0,0,16,17,20,0
Justin Barron,2024/25,5,7,12,-14,15,1,0,0,57,63,63,0
Carson Soucy,2024/25,4,9,13,-11,46,0,0,2,81,115,106,0
Carson Soucy,2024/25,3,7,10,-13,42,0,0,2,62,86,92,0
Carson Soucy,2024/25,1,2,3,2,4,0,0,0,19,29,14,0
Noel Acciari,2024/25,5,7,12,-25,16,0,1,0,75,180,100,321
Declan Chisholm,2024/25,2,10,12,-5,10,2,0,1,69,33,69,0
Sam Colangelo,2024/25,10,2,12,-4,2,2,0,1,41,67,17,4
Nicolas Hague,2024/25,5,7,12,-2,40,0,0,1,74,82,74,0
Alexander Holtz,2024/25,4,8,12,-3,10,2,0,0,69,39,15,3
Kevin Labanc,2024/25,2,10,12,1,12,0,0,0,35,29,14,0
Trevor Lewis,2024/25,6,6,12,-4,20,0,0,1,53,100,35,92
Alec Martinez,2024/25,5,7,12,-15,8,2,0,0,38,24,81,0
Brayden Pachal,2024/25,3,9,12,5,88,0,1,0,61,159,83,0
Cole Smith,2024/25,4,8,12,-15,69,0,1,0,69,163,29,9
Henry Thrun,2024/25,2,10,12,-23,30,0,0,0,52,43,66,0
Brandon Carlo,2024/25,1,11,12,6,37,0,0,0,77,90,157,0
Brandon Carlo,2024/25,1,8,9,2,24,0,0,0,64,64,119,0
Brandon Carlo,2024/25,0,3,3,4,13,0,0,0,13,26,38,0
Marat Khusnutdinov,2024/25,5,7,12,-11,20,1,1,0,41,55,47,189
Marat Khusnutdinov,2024/25,2,5,7,-6,14,0,1,0,30,37,38,184
Marat Khusnutdinov,2024/25,3,2,5,-5,6,1,0,0,11,18,9,5
John Beecher,2024/25,3,8,11,-9,26,0,0,0,44,85,71,281
William Carrier,2024/25,4,7,11,0,16,0,0,1,48,156,12,6
Anthony Duclair,2024/25,7,4,11,-15,10,3,0,0,60,26,21,0
Sean Durzi,2024/25,4,7,11,4,19,2,0,0,39,15,52,0
Derek Forbort,2024/25,2,9,11,-7,45,1,0,1,39,65,77,0
Collin Graf,2024/25,5,6,11,-4,8,4,1,1,40,20,15,4
Zachary Jones,2024/25,1,10,11,0,24,1,0,0,51,28,46,0
Kyle MacLean,2024/25,4,7,11,-15,14,0,0,0,61,108,29,273
Matthew Poitras,2024/25,1,10,11,-5,8,0,0,1,29,12,10,59
Aatu Räty,2024/25,7,4,11,-1,14,1,0,0,34,80,7,192
Elmer Söderblom,2024/25,4,7,11,2,6,0,0,1,38,43,12,4
Alexandre Texier,2024/25,6,5,11,-3,10,2,0,1,50,20,11,0
Jakub Lauko,2024/25,5,6,11,-13,47,0,1,2,42,119,39,1
Jakub Lauko,2024/25,3,3,6,-5,27,0,1,1,29,69,22,1
Jakub Lauko,2024/25,2,3,5,-8,20,0,0,1,13,50,17,0
Nathan Bastian,2024/25,4,6,10,-4,31,1,1,1,44,138,27,8
Simon Benoit,2024/25,1,9,10,12,59,0,1,0,48,204,111,0
Brett Berard,2024/25,6,4,10,-6,8,0,0,1,59,53,20,3
T.J. Brodie,2024/25,2,8,10,-18,18,0,0,0,23,16,58,0
Dennis Cholowski,2024/25,3,7,10,-3,10,2,0,0,30,5,33,0
Dennis Cholowski,2024/25,3,7,10,1,10,2,0,0,26,5,30,0
Dennis Cholowski,2024/25,0,0,0,-4,0,0,0,0,4,0,3,0
Mathew Dumba,2024/25,1,9,10,-5,60,1,0,0,57,70,60,0
Adam Klapka,2024/25,6,4,10,-3,29,0,0,0,44,108,25,6
Tyler Kleven,2024/25,4,6,10,-11,27,1,0,1,78,105,97,0
Kaedan Korczak,2024/25,0,10,10,15,2,0,0,0,34,59,40,0
Beck Malenstyn,2024/25,4,6,10,-16,29,0,0,0,67,191,63,19
Kevin Rooney,2024/25,5,5,10,-6,14,0,1,0,54,109,39,195
Jack Thompson,2024/25,4,6,10,-9,10,3,0,0,41,12,54,0
Jesse Puljujärvi,2024/25,4,6,10,-1,25,1,0,0,50,80,9,0
Jesse Puljujärvi,2024/25,3,6,9,-1,10,1,0,0,38,45,7,0
Jesse Puljujärvi,2024/25,1,0,1,0,15,0,0,0,12,35,2,0
Vinnie Hinostroza,2024/25,5,5,10,2,10,3,0,1,48,41,12,7
Vinnie Hinostroza,2024/25,0,2,2,0,6,0,0,0,11,13,5,1
Vinnie Hinostroza,2024/25,5,3,8,2,4,3,0,1,37,28,7,6
Connor Dewar,2024/25,4,6,10,-3,14,0,1,0,55,129,37,53
Connor Dewar,2024/25,0,3,3,-3,5,0,1,0,28,80,18,52
Connor Dewar,2024/25,4,3,7,0,9,0,0,0,27,49,19,1
Henri Jokiharju,2024/25,3,7,10,13,14,0,0,2,59,50,53,0
Henri Jokiharju,2024/25,3,3,6,6,12,0,0,2,44,35,31,0
Henri Jokiharju,2024/25,0,4,4,7,2,0,0,0,15,15,22,0
Jordan Oesterle,2024/25,4,6,10,0,4,0,0,0,38,27,57,0
Jordan Oesterle,2024/25,1,5,6,3,2,0,0,0,20,20,37,0
Jordan Oesterle,2024/25,3,1,4,-3,2,0,0,0,18,7,20,0
Cam Atkinson,2024/25,4,5,9,-4,11,1,0,0,47,15,10,1
Lian Bichsel,2024/25,4,5,9,2,41,0,0,1,39,155,23,0
Marc Del Gaizo,2024/25,2,7,9,-3,21,0,0,0,76,71,53,0
Adam Edstrom,2024/25,5,4,9,-5,27,0,0,2,40,94,34,0
Marc Gatcomb,2024/25,8,1,9,-4,11,0,0,1,41,149,23,5
Carl Grundström,2024/25,3,6,9,-21,24,0,0,0,88,172,18,3
Joel Hanley,2024/25,2,7,9,12,21,0,0,1,42,55,90,0
Albert Johansson,2024/25,3,6,9,-11,30,0,0,2,48,70,83,0
Tyson Jost,2024/25,4,5,9,2,33,0,0,0,44,46,17,57
Josh Mahura,2024/25,0,9,9,5,20,0,0,0,58,89,54,0
Scott Mayfield,2024/25,3,6,9,18,27,0,1,0,51,89,105,0
Daniil Miromanov,2024/25,2,7,9,2,12,0,0,1,52,19,55,0
Tyler Motte,2024/25,4,5,9,-11,6,0,0,0,66,72,48,60
Shakir Mukhamadullin,2024/25,2,7,9,-7,8,2,0,0,30,25,51,0
Tomáš Nosek,2024/25,1,8,9,4,10,1,1,0,47,83,24,236
Jan Rutta,2024/25,3,6,9,-3,28,0,0,0,55,40,81,0
Jonas Siegenthaler,2024/25,2,7,9,9,44,0,0,0,52,75,92,0
Scott Perunovich,2024/25,2,7,9,-3,10,0,0,0,18,15,37,0
Scott Perunovich,2024/25,2,4,6,1,6,0,0,0,9,9,21,0
Scott Perunovich,2024/25,0,3,3,-4,4,0,0,0,9,6,16,0
Nolan Allan,2024/25,1,7,8,-13,16,0,0,0,17,61,48,0
Erik Brännström,2024/25,3,5,8,-4,17,1,0,1,33,14,39,0
Seamus Casey,2024/25,4,4,8,3,0,3,0,1,12,10,7,0
Jake Christiansen,2024/25,1,7,8,6,11,0,0,0,58,50,65,0
Luca Del Bel Belluz,2024/25,2,6,8,2,0,1,0,0,18,4,12,65
Ty Dellandrea,2024/25,1,7,8,-31,59,0,1,0,50,163,47,209
Barclay Goodrow,2024/25,5,3,8,-37,75,0,1,0,73,150,60,108
Jordan Greenway,2024/25,3,5,8,-4,45,0,0,0,36,100,29,7
Justin Holl,2024/25,2,6,8,-7,16,0,0,0,41,35,78,0
Ivan Ivan,2024/25,5,3,8,-9,8,3,0,0,34,12,9,56
Wyatt Kaiser,2024/25,4,4,8,0,14,0,0,0,66,54,93,0
Justin Kirkland,2024/25,2,6,8,6,11,0,0,0,9,45,16,54
Rasmus Kupari,2024/25,5,3,8,-1,16,0,0,1,53,77,31,262
Hendrix Lapierre,2024/25,0,8,8,-3,4,0,0,0,18,12,14,40
Brock McGinn,2024/25,4,4,8,1,0,0,0,0,30,61,28,1
Jacob Moverare,2024/25,1,7,8,2,10,0,0,0,30,31,60,0
Jeff Petry,2024/25,1,7,8,-2,16,1,0,1,33,51,77,0
Matt Rempe,2024/25,3,5,8,7,67,0,0,0,30,117,14,2
Cole Schwindt,2024/25,1,7,8,3,0,0,0,0,32,41,17,110
Miles Wood,2024/25,4,4,8,-5,48,0,0,1,60,48,15,3
Calvin de Haan,2024/25,0,8,8,-4,12,0,0,0,51,71,63,0
Calvin de Haan,2024/25,0,7,7,-8,10,0,0,0,48,59,58,0
Calvin de Haan,2024/25,0,1,1,4,2,0,0,0,3,12,5,0
Jimmy Vesey,2024/25,5,3,8,-4,0,0,0,0,36,32,12,3
Jimmy Vesey,2024/25,4,2,6,-2,0,0,0,0,30,19,10,3
Jimmy Vesey,2024/25,1,1,2,-2,0,0,0,0,6,13,2,0
Victor Mancini,2024/25,2,6,8,-9,10,1,0,0,27,38,41,0
Victor Mancini,2024/25,1,4,5,-3,2,0,0,0,20,14,20,0
Victor Mancini,2024/25,1,2,3,-6,8,1,0,0,7,24,21,0
Jacob Bernard-Docker,2024/25,2,6,8,5,17,0,0,0,32,30,50,0
Jacob Bernard-Docker,2024/25,1,3,4,2,4,0,0,0,18,21,25,0
Jacob Bernard-Docker,2024/25,1,3,4,3,13,0,0,0,14,9,25,0
Emil Andrae,2024/25,1,6,7,-5,16,3,0,0,52,46,50,0
Jake Bean,2024/25,2,5,7,0,8,0,0,0,71,22,43,0
Jacob Bryson,2024/25,0,7,7,-9,10,0,0,0,20,15,51,0
Colton Dach,2024/25,2,5,7,-3,17,0,0,0,27,86,12,6
Justin Dowling,2024/25,2,5,7,-6,6,0,0,0,34,51,22,158
Christian Fischer,2024/25,1,6,7,-6,11,0,0,0,31,93,19,9
Christian Fischer,2024/25,1,6,7,-5,11,0,0,0,31,89,19,9
Christian Fischer,2024/25,0,0,0,-1,0,0,0,0,0,4,0,0
Haydn Fleury,2024/25,0,7,7,-12,6,0,0,0,38,48,56,0
Ethen Frank,2024/25,4,3,7,3,6,1,0,1,23,11,16,0
Luke Glendening,2024/25,4,3,7,-9,10,0,2,0,51,105,58,502
Travis Hamonic,2024/25,1,6,7,-16,19,0,0,0,72,73,92,0
Samuel Helenius,2024/25,4,3,7,1,25,0,0,1,29,150,16,130
Calle Järnkrok,2024/25,1,6,7,1,4,1,0,0,9,15,9,2
Ville Koivunen,2024/25,0,7,7,0,4,3,0,0,15,1,8,1
Klim Kostin,2024/25,1,6,7,-6,27,1,0,0,28,111,17,4
Sam Lafferty,2024/25,4,3,7,-15,28,0,0,0,50,89,16,79
Hampus Lindholm,2024/25,3,4,7,-4,4,1,0,1,35,5,17,0
Anthony Mantha,2024/25,4,3,7,6,11,1,1,1,15,16,8,3
Mikael Pyyhtia,2024/25,4,3,7,-11,6,0,1,0,32,25,39,2
Max Sasson,2024/25,3,4,7,1,0,0,0,0,31,18,13,47
Troy Stecher,2024/25,3,4,7,-2,27,0,0,0,55,35,66,0
Tyler Tucker,2024/25,3,4,7,4,55,0,1,0,33,81,39,0
Parker Wotherspoon,2024/25,1,6,7,-10,10,0,0,0,44,75,66,0
Noah Gregor,2024/25,4,3,7,-21,28,0,1,2,60,94,33,4
Noah Gregor,2024/25,4,2,6,-12,17,0,1,2,46,76,25,3
Noah Gregor,2024/25,0,1,1,-9,11,0,0,0,14,18,8,1
Vladislav Kolyachonok,2024/25,2,5,7,-12,10,0,0,1,20,27,31,0
Vladislav Kolyachonok,2024/25,2,3,5,-7,2,0,0,1,12,14,19,0
Vladislav Kolyachonok,2024/25,0,2,2,-5,8,0,0,0,8,13,12,0
Luke Schenn,2024/25,1,6,7,-4,45,0,0,0,77,300,104,0
Luke Schenn,2024/25,1,4,5,-9,41,0,0,0,66,228,76,0
Luke Schenn,2024/25,0,2,2,5,4,0,0,0,11,72,28,0
Daniel Sprong,2024/25,2,5,7,-1,2,2,0,1,55,32,4,0
Daniel Sprong,2024/25,1,2,3,-2,2,1,0,0,19,5,0,0
Daniel Sprong,2024/25,1,1,2,1,0,0,0,1,12,6,0,0
Daniel Sprong,2024/25,0,2,2,0,0,1,0,0,24,21,4,0
Nils Åman,2024/25,1,5,6,-2,2,0,0,0,8,22,2,28
Ethan Del Mastro,2024/25,2,4,6,-3,6,0,0,0,19,40,21,0
Nick DeSimone,2024/25,1,5,6,4,0,0,0,0,24,14,14,0
Phillip Di Giuseppe,2024/25,1,5,6,-2,4,0,0,0,23,54,6,1
Zemgus Girgensons,2024/25,2,4,6,-7,47,0,0,1,83,174,50,61
David Gustafsson,2024/25,2,4,6,10,7,0,0,0,30,19,18,99
Jansen Harkins,2024/25,2,4,6,-13,21,0,0,1,49,136,41,117
Matthew Highmore,2024/25,2,4,6,-5,10,0,0,1,33,50,19,5
Jack Johnson,2024/25,0,6,6,-13,2,0,0,0,23,21,35,0
Linus Karlsson,2024/25,3,3,6,5,6,2,0,1,28,27,8,1
Jonathan Lekkerimäki,2024/25,3,3,6,-6,2,2,0,0,30,16,6,0
Artyom Levshunov,2024/25,0,6,6,-13,8,2,0,0,21,19,20,0
Jonathon Merrill,2024/25,2,4,6,-8,20,0,0,0,47,41,85,0
Scott Morrow,2024/25,1,5,6,4,0,0,0,0,23,3,16,0
Nikita Nesterenko,2024/25,4,2,6,-4,2,0,0,0,20,46,7,0
Jani Nyman,2024/25,3,3,6,-3,4,3,0,0,22,13,7,1
Anthony Richard,2024/25,2,4,6,-3,0,1,0,0,19,8,8,0
Derek Ryan,2024/25,1,5,6,-4,12,0,0,0,20,25,21,151
Landon Slaggert,2024/25,2,4,6,-7,23,0,0,1,34,25,13,0
Brendan Smith,2024/25,1,5,6,-9,33,0,1,0,27,41,23,0
Arber Xhekaj,2024/25,1,5,6,-13,118,0,0,0,69,180,63,0
Dennis Gilbert,2024/25,0,6,6,-3,50,0,0,0,9,63,36,0
Dennis Gilbert,2024/25,0,5,5,-3,50,0,0,0,5,52,29,0
Dennis Gilbert,2024/25,0,1,1,0,0,0,0,0,4,11,7,0
Oliver Wahlstrom,2024/25,3,3,6,-6,37,1,0,1,54,34,30,6
Oliver Wahlstrom,2024/25,2,2,4,-6,9,1,0,1,30,7,18,1
Oliver Wahlstrom,2024/25,1,1,2,0,28,0,0,0,24,27,12,5
Rodrigo Abols,2024/25,2,3,5,-10,4,0,0,0,25,25,12,66
Isaiah George,2024/25,1,4,5,-3,6,0,0,1,26,14,34,0
Jordan Harris,2024/25,1,4,5,-1,6,0,0,0,15,23,35,0
Tyson Kozak,2024/25,3,2,5,-2,2,1,0,0,11,26,23,67
Curtis Lazar,2024/25,2,3,5,-6,14,0,0,0,27,107,17,205
Nick Leddy,2024/25,2,3,5,6,2,0,0,0,21,5,26,0
Vinni Lettieri,2024/25,3,2,5,-9,6,0,0,0,52,60,16,11
Nils Lundkvist,2024/25,0,5,5,4,20,0,0,0,52,23,34,0
Olle Lycksell,2024/25,0,5,5,-3,2,1,0,0,10,9,5,2
Philippe Myers,2024/25,2,3,5,0,15,0,0,0,46,76,42,0
Liam Ohgren,2024/25,2,3,5,-6,2,1,0,1,32,24,12,0
Sam Rinzel,2024/25,0,5,5,1,0,3,0,0,22,12,5,0
Ryan Shea,2024/25,2,3,5,-9,14,1,0,0,19,20,51,0
Devin Shore,2024/25,1,4,5,-8,6,0,0,0,41,76,37,51
Juuso Välimäki,2024/25,2,3,5,-5,14,0,0,0,40,23,49,0
Adam Wilsby,2024/25,1,4,5,3,6,0,0,0,33,18,17,0
Oliver Kylington,2024/25,1,4,5,-2,8,0,0,0,6,3,18,0
Oliver Kylington,2024/25,1,3,4,-3,4,0,0,0,4,2,15,0
Oliver Kylington,2024/25,0,1,1,1,4,0,0,0,2,1,3,0
Fraser Minten,2024/25,3,2,5,-5,2,1,0,1,24,48,10,77
Fraser Minten,2024/25,2,2,4,-4,0,1,0,1,16,36,8,53
Fraser Minten,2024/25,1,0,1,-1,2,0,0,0,8,12,2,24
Erik Johnson,2024/25,2,3,5,1,15,0,1,0,37,59,26,0
Erik Johnson,2024/25,1,2,3,-3,11,0,1,0,14,40,14,0
Erik Johnson,2024/25,1,1,2,4,4,0,0,0,23,19,12,0
Kieffer Bellows,2024/25,2,2,4,-6,6,2,0,1,28,35,6,2
Lucas Carlsson,2024/25,1,3,4,-2,14,0,0,1,15,4,14,0
Louis Crevier,2024/25,3,1,4,-6,10,0,0,0,28,70,49,0
Hudson Fasching,2024/25,2,2,4,-4,6,0,0,0,51,28,17,2
Jonah Gadjovich,2024/25,4,0,4,-7,60,0,0,2,43,127,21,3
Ryan Graves,2024/25,1,3,4,-15,29,0,0,0,39,75,73,0
Erik Gudbranson,2024/25,0,4,4,1,6,0,0,0,12,26,19,0
Juha Jaaska,2024/25,0,4,4,0,9,0,1,0,11,20,3,16
Ross Johnston,2024/25,1,3,4,-2,72,0,0,1,9,134,20,0
Arthur Kaliyev,2024/25,3,1,4,2,2,0,0,0,21,7,2,0
Rory Kerins,2024/25,0,4,4,3,0,1,0,0,3,4,2,2
John Klingberg,2024/25,1,3,4,0,8,0,0,0,19,5,13,0
Logan Mailloux,2024/25,2,2,4,-5,6,0,0,0,10,9,8,0
Nikolas Matinpalo,2024/25,1,3,4,-2,20,0,0,0,43,25,29,0
Ivan Miroshnichenko,2024/25,1,3,4,1,0,1,0,0,14,28,8,0
Oliver Moore,2024/25,0,4,4,-2,4,0,0,0,10,6,2,11
Simon Nemec,2024/25,2,2,4,-10,14,2,0,1,26,2,26,0
Zack Ostapchuk,2024/25,1,3,4,-8,45,0,0,0,26,110,21,137
Zack Ostapchuk,2024/25,1,3,4,-7,26,0,0,0,20,86,11,85
Zack Ostapchuk,2024/25,0,0,0,-1,19,0,0,0,6,24,10,52
Jimmy Snuggerud,2024/25,1,3,4,0,0,1,0,0,10,3,4,0
Tyson Barrie,2024/25,1,2,3,-7,4,2,0,0,19,10,12,0
Kyle Burroughs,2024/25,0,3,3,3,39,0,0,0,6,42,14,0
Nikita Chibrikov,2024/25,2,1,3,1,0,1,0,0,6,9,4,0
Vincent Desharnais,2024/25,0,3,3,-9,45,0,0,0,28,87,83,0
Vincent Desharnais,2024/25,0,3,3,-5,34,0,0,0,20,54,48,0
Vincent Desharnais,2024/25,0,0,0,-4,4,0,0,0,7,19,20,0
Vincent Desharnais,2024/25,0,0,0,0,7,0,0,0,1,14,15,0
Nicolas Deslauriers,2024/25,2,1,3,-9,15,0,0,0,25,85,9,1
Dryden Hunt,2024/25,0,3,3,-1,0,0,0,0,5,10,3,2
Matthew Kessel,2024/25,0,3,3,-3,10,0,0,0,17,22,23,0
Pyotr Kochetkov,2024/25,0,3,3,0,8,1,0,0,1,0,0,0
Maveric Lamoureux,2024/25,1,2,3,3,42,0,0,0,17,18,11,0
Andre Lee,2024/25,1,2,3,-5,11,0,0,1,18,36,10,0
Cameron Lund,2024/25,2,1,3,-10,4,1,0,0,12,7,2,2
Fabian Lysell,2024/25,1,2,3,-4,6,1,0,1,21,5,2,0
Zack MacEwen,2024/25,2,1,3,0,21,0,0,0,26,49,7,6
Rutger McGroarty,2024/25,1,2,3,0,0,0,0,0,11,12,5,0
Alex Nedeljkovic,2024/25,1,2,3,0,2,1,0,0,1,0,0,0
Matthew Nieto,2024/25,1,2,3,-8,4,1,0,0,31,39,20,2
Elias Pettersson,2024/25,1,2,3,-4,17,0,0,0,19,39,16,0
Owen Pickering,2024/25,1,2,3,-5,6,0,0,0,15,13,19,0
Valtteri Puustinen,2024/25,2,1,3,-4,4,2,0,0,8,10,5,0
Ilya Sorokin,2024/25,1,2,3,0,2,0,0,0,0,0,0,0
Spencer Stastney,2024/25,0,3,3,-7,4,0,0,0,15,8,24,0
Mitchell Stephens,2024/25,1,2,3,-8,6,0,0,0,19,25,4,104
Akil Thomas,2024/25,1,2,3,-4,7,0,0,0,20,42,12,18
Marc-Édouard Vlasic,2024/25,1,2,3,-10,2,0,1,0,20,4,40,0
Austin Watson,2024/25,3,0,3,1,17,0,0,0,13,36,2,2
Dustin Wolf,2024/25,0,3,3,0,2,1,0,0,0,0,0,0
Kailer Yamamoto,2024/25,2,1,3,-1,2,2,0,0,13,9,4,2
Walker Duehr,2024/25,2,1,3,-11,0,0,0,0,15,49,15,1
Walker Duehr,2024/25,0,1,1,-6,0,0,0,0,9,28,12,1
Walker Duehr,2024/25,2,0,2,-5,0,0,0,0,6,21,3,0
Andreas Englund,2024/25,1,2,3,-9,48,0,0,0,17,78,40,0
Andreas Englund,2024/25,1,0,1,-1,12,0,0,0,4,20,7,0
Andreas Englund,2024/25,0,2,2,-8,36,0,0,0,13,58,33,0
David Jiříček,2024/25,1,2,3,0,6,0,0,0,9,12,7,0
David Jiříček,2024/25,0,1,1,-2,4,0,0,0,5,6,4,0
David Jiříček,2024/25,1,1,2,2,2,0,0,0,4,6,3,0
Pierre-Olivier Joseph,2024/25,0,3,3,-22,45,0,0,0,42,36,36,0
Pierre-Olivier Joseph,2024/25,0,2,2,-7,23,0,0,0,22,13,13,0
Pierre-Olivier Joseph,2024/25,0,1,1,-15,22,0,0,0,20,23,23,0
Marc McLaughlin,2024/25,2,1,3,-2,0,0,0,0,13,28,6,14
Marc McLaughlin,2024/25,2,0,2,-1,0,0,0,0,13,23,6,12
Marc McLaughlin,2024/25,0,1,1,-1,0,0,0,0,0,5,0,2
Nicolas Aubé-Kubel,2024/25,1,1,2,-5,19,0,0,0,18,40,3,5
Nicolas Aubé-Kubel,2024/25,1,1,2,-4,17,0,0,0,18,33,3,4
Nicolas Aubé-Kubel,2024/25,0,0,0,-1,2,0,0,0,0,7,0,1
Robert Bortuzzo,2024/25,0,2,2,-2,22,0,0,0,8,21,26,0
Luca Cagnoni,2024/25,0,2,2,-4,8,1,0,0,7,1,9,0
Joey Daccord,2024/25,0,2,2,0,0,0,1,0,1,0,0,0
Ivan Demidov,2024/25,1,1,2,1,0,0,0,0,5,2,0,0
Filip Gustavsson,2024/25,1,1,2,0,0,2,0,0,2,0,0,0
John Hayden,2024/25,1,1,2,0,31,0,0,0,20,44,19,31
Ben Hutton,2024/25,0,2,2,0,0,0,0,0,11,10,19,0
Grant Hutton,2024/25,0,2,2,1,4,0,0,0,10,13,12,0
Connor Ingram,2024/25,0,2,2,0,4,0,0,0,0,0,0,0
Tyler Johnson,2024/25,0,2,2,-1,10,1,0,0,6,5,2,7
Max Jones,2024/25,1,1,2,-13,18,0,0,0,17,71,8,0
Max Jones,2024/25,0,0,0,-4,8,0,0,0,2,14,3,0
Max Jones,2024/25,1,1,2,-9,10,0,0,0,15,57,5,0
Oliver Kapanen,2024/25,0,2,2,-5,2,1,0,0,16,1,8,24
Spencer Knight,2024/25,0,2,2,0,0,0,0,0,0,0,0,0
Spencer Knight,2024/25,0,2,2,0,0,0,0,0,0,0,0,0
Spencer Knight,2024/25,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Korchinski,2024/25,1,1,2,-5,8,0,0,0,14,2,14,0
John Ludvig,2024/25,0,2,2,-4,6,0,0,0,9,16,6,0
Matt Martin,2024/25,0,2,2,-5,10,0,0,0,17,82,19,8
Dylan McIlrath,2024/25,0,2,2,-3,28,0,0,0,10,38,14,0
Keaton Middleton,2024/25,0,2,2,0,28,0,0,0,44,69,37,0
Liam O'Brien,2024/25,0,2,2,1,50,0,0,0,34,100,11,0
Brennan Othmann,2024/25,0,2,2,7,2,0,0,0,20,43,7,0
Noah Philp,2024/25,0,2,2,1,2,0,0,0,17,15,7,40
Ryan Reaves,2024/25,0,2,2,-2,28,0,0,0,14,103,8,0
Mike Reilly,2024/25,0,2,2,-3,2,0,0,0,31,3,14,0
Cole Reinhardt,2024/25,1,1,2,-4,15,0,0,0,13,37,2,1
Justin Robidas,2024/25,1,1,2,1,0,0,0,0,3,2,0,8
Joshua Roy,2024/25,2,0,2,-6,2,0,0,0,14,6,8,1
Michael Sgarbossa,2024/25,1,1,2,2,2,0,0,0,1,1,1,9
Ty Smith,2024/25,1,1,2,1,4,1,0,0,14,2,5,0
Alex Steeves,2024/25,1,1,2,3,0,0,0,0,7,19,1,0
Linus Ullmark,2024/25,0,2,2,0,0,0,0,0,0,0,0,0
Andrei Vasilevskiy,2024/25,0,2,2,0,8,0,0,0,0,0,0,0
Wyatt Aamodt,2024/25,1,0,1,1,0,0,0,0,3,6,9,0
Frederik Andersen,2024/25,0,1,1,0,0,0,0,0,0,0,0,0
Joey Anderson,2024/25,0,1,1,-2,0,0,0,0,17,12,13,3
Jaret Anderson-Dolan,2024/25,0,1,1,3,4,0,0,0,8,23,6,1
Yaroslav Askarov,2024/25,0,1,1,0,0,0,0,0,0,0,0,0
Andreas Athanasiou,2024/25,1,0,1,-1,0,0,0,0,8,6,6,26
Arshdeep Bains,2024/25,1,0,1,-5,0,0,0,1,8,17,7,3
Owen Beck,2024/25,0,1,1,-2,0,0,0,0,10,23,8,21
Emil Bemström,2024/25,0,1,1,0,0,0,0,0,13,12,3,2
Clark Bishop,2024/25,1,0,1,-2,0,0,0,0,4,8,2,7
Mackenzie Blackwood,2024/25,0,1,1,0,2,1,0,0,1,0,0,0
Mackenzie Blackwood,2024/25,0,0,0,0,0,0,0,0,0,0,0,0
Mackenzie Blackwood,2024/25,0,1,1,0,2,1,0,0,1,0,0,0
Matěj Blümel,2024/25,1,0,1,-1,0,0,0,0,10,6,1,0
Sergei Bobrovsky,2024/25,0,1,1,0,4,1,0,0,3,0,0,0
Skyler Brind'Amour,2024/25,1,0,1,-3,2,0,0,0,1,1,1,17
Josh Brown,2024/25,0,1,1,-2,11,0,0,0,9,21,18,0
Patrick Brown,2024/25,0,1,1,-2,8,0,0,0,11,46,12,20
Callahan Burke,2024/25,1,0,1,2,2,0,0,0,12,0,3,1
Drake Caggiula,2024/25,0,1,1,0,5,0,0,0,6,8,3,1
Michael Callahan,2024/25,1,0,1,-5,7,0,0,0,9,8,12,0
